Timestamp,x,y,z
1740959444,-4.65,-3.63,-1.73
1740959444,-4.26,-3.73,6.16
1740959444,-2.98,-8.47,5.51
1740959444,-5.09,6.38,4.62
1740959444,-0.55,-9.86,8.6
1740959445,-2.07,9.19,-3.95
1740959445,9.69,-5.47,-5.7
1740959445,-7.29,-0.56,-4.45
1740959445,-3.48,-30.72,-47.09
1740959445,0.39,-9.79,-1.16
1740959445,-7.38,-2.38,-1.64
1740959445,0.15,3.56,8.8
1740959445,3.43,0.12,4.12
1740959445,3.46,-7.27,2.33
1740959445,3.47,-6.92,-7.73
1740959446,2.62,-3.6,-0.34
1740959446,-91.27,136.22,76.13
1740959446,-4.11,-7.52,3.88
1740959446,6.69,3.84,4.38
1740959446,5.58,0.95,-3.5
1740959446,-0.28,-9.82,-0.03
1740959446,4.08,5.6,9.87
1740959446,4.0,6.6,-1.38
1740959446,-1.57,7.13,-7.39
1740959446,1.04,-9.65,2.81
1740959447,5.29,-8.3,1.49
1740959447,-1.27,-1.8,0.2
1740959447,0.25,-2.3,-4.1
1740959447,-8.7,7.17,5.36
1740959447,5.01,-5.36,0.14
1740959447,2.75,4.69,-4.91
1740959447,-1.42,0.63,-1.53
1740959447,-5.34,4.43,-7.94
1740959447,6.75,7.86,6.04
1740959447,-4.53,-9.36,-7.39
1740959448,-7.94,-2.15,0.36
1740959448,2.73,49.62,3.65
1740959448,0.86,6.67,2.5
1740959448,1.14,-4.69,-8.3
1740959448,-1.04,-8.23,5.97
1740959448,8.14,-7.05,1.1
1740959448,46.21,-175.63,-44.8
1740959448,-9.56,-7.37,1.96
1740959448,-5.57,-2.27,1.88
1740959448,40.94,4.92,-8.87
1740959449,-9.71,-4.95,9.56
1740959449,5.69,5.68,-4.72
1740959449,4.57,-3.14,2.6
1740959449,9.66,1.1,0.24
1740959449,-174.71,11.12,-156.81
1740959449,11.43,-8.34,48.48
1740959449,2.98,-3.11,6.67
1740959449,9.65,-3.42,-0.1
1740959449,-81.82,191.6,134.88
1740959449,-7.78,-6.15,-7.73
1740959450,8.25,9.51,-2.2
1740959450,3.31,7.99,-8.69
1740959450,-2.94,-8.94,4.29
1740959450,-0.58,-39.23,-36.26
1740959450,-7.68,9.77,6.18
1740959450,0.27,-6.99,-1.58
1740959450,9.53,-8.06,7.9
1740959450,-9.76,-1.68,6.94
1740959450,8.41,2.07,4.57
1740959450,-0.44,-8.6,-7.71
1740959451,8.31,-2.68,-9.3
1740959451,-6.44,-3.71,-1.34
1740959451,8.64,-1.41,4.13
1740959451,76.64,-177.57,130.53
1740959451,7.68,2.9,-1.8
1740959451,-5.45,-8.36,7.62
1740959451,-36.61,48.72,35.39
1740959451,5.81,-8.38,-8.18
1740959451,-5.2,0.69,2.72
1740959451,8.87,-6.42,4.02
1740959452,5.95,-1.12,1.98
1740959452,0.86,0.97,-5.0
1740959452,9.59,8.04,7.93
1740959452,1.1,2.45,-3.74
1740959452,-6.29,-8.86,-2.86
1740959452,7.96,-5.41,-8.23
1740959452,3.19,7.4,9.24
1740959452,0.48,-0.3,9.6
1740959452,3.87,-1.19,-6.92
1740959452,-9.97,-2.04,8.98
1740959453,1.11,-4.47,-7.68
1740959453,-49.35,-25.86,-3.13
