Timestamp,X,Y,Z
350557,0.55,0.00,0.12
350659,0.55,0.00,0.12
350762,0.55,0.00,0.12
350864,0.55,-0.06,0.12
350967,2.32,-0.85,-0.12
351069,0.49,0.00,0.06
351172,0.61,-0.06,0.18
351274,0.55,0.00,0.12
351377,0.61,-0.06,0.12
351479,0.55,0.00,0.12
351582,0.49,-0.06,0.12
351684,0.61,0.00,0.12
351787,0.61,-0.06,0.12
351889,0.55,0.00,0.18
351992,0.49,0.00,0.12
352094,0.55,0.06,0.12
352197,0.55,-0.06,0.12
352300,0.55,0.00,0.18
352402,0.49,-0.06,0.12
352505,0.61,0.00,0.12
352607,0.55,0.00,0.12
352710,0.49,0.00,0.12
352812,0.55,0.00,0.12
352915,0.61,-0.06,0.12
353017,0.61,-0.06,0.12
353120,0.55,0.00,0.12
353222,0.49,0.00,0.12
353325,0.55,0.00,0.12
353427,0.61,-0.06,0.12
353530,0.55,0.00,0.12
353633,0.55,0.00,0.12
353736,0.49,0.00,0.06
353839,0.79,-0.18,0.06
353941,0.73,-0.06,0.12
354043,0.55,-0.06,0.18
354146,0.55,0.00,0.12
354248,0.55,0.00,0.12
354350,0.49,0.00,0.12
354453,0.55,-0.06,0.12
354555,0.61,0.00,0.12
354658,0.31,-0.06,0.24
354760,0.12,0.12,0.18
354862,0.85,-0.18,0.06
354965,0.55,-0.37,0.49
355067,0.49,0.00,0.12
355169,0.55,0.00,0.12
355272,0.73,0.00,0.18
355375,0.55,-0.06,0.12
355477,0.43,0.06,0.12
355580,0.55,0.00,0.18
355683,1.04,-0.24,0.06
355785,0.24,0.00,0.18
355888,0.61,-0.31,0.00
355990,0.12,0.12,0.18
356093,0.79,0.12,0.31
356195,0.43,-0.06,0.06
356297,0.73,-0.06,0.12
356400,0.61,0.06,0.18
356503,0.55,0.00,0.12
356605,0.67,-0.06,0.12
356708,0.92,0.00,0.18
356810,0.55,-0.06,0.12
356913,0.67,-0.06,0.18
357015,0.61,-0.06,0.12
357118,0.55,-0.06,0.12
357220,0.92,-0.06,0.12
357322,0.61,-0.06,0.12
357425,0.55,0.06,0.12
357527,0.43,0.00,0.18
357630,0.55,0.00,0.12
357732,0.43,0.00,0.18
357834,0.31,0.12,0.18
357937,1.10,-0.24,0.12
358040,1.40,-0.12,0.24
358142,0.18,-0.92,0.49
358245,0.49,-0.06,0.12
358348,0.73,-0.06,0.06
358450,0.61,-0.06,0.12
358553,0.31,0.06,0.18
358656,0.37,0.00,0.12
358758,0.79,-0.06,0.12
358860,0.43,-2.01,1.46
358963,1.89,-2.01,0.18
359066,0.18,0.12,0.24
359168,0.67,-0.18,0.06
359270,0.79,-0.06,0.06
359373,0.55,0.00,0.12
359476,0.55,0.00,0.06
359578,0.55,0.00,0.12
359681,0.49,0.00,0.12
359783,0.61,-0.06,0.12
359886,0.49,-0.06,0.12
359988,0.37,0.00,0.00
360090,0.67,-0.06,0.06
360193,0.49,0.00,0.18
360295,0.55,0.00,0.12
360397,0.55,0.00,0.12
360500,0.61,-0.06,0.18
360602,0.67,0.00,0.12
360704,0.61,0.00,0.18
360807,0.55,-0.06,0.12
360909,0.55,-0.18,0.06
361011,0.61,-0.06,0.12
361114,0.55,0.00,0.12
361216,0.61,0.00,0.18
361318,0.61,-0.06,0.12
361420,0.61,0.00,0.18
361523,0.55,0.00,0.12
361625,0.49,0.00,0.18
361728,0.61,0.00,0.18
361830,0.55,0.00,0.12
361932,0.55,-0.06,0.12
362035,0.49,0.00,0.12
362137,0.61,0.00,0.06
362239,0.49,0.00,0.12
362341,0.61,0.00,0.12
362444,0.61,0.00,0.12
362547,0.49,0.00,0.12
362649,0.67,0.00,0.18
362752,0.55,0.00,0.12
362854,0.55,0.00,0.18
362957,0.49,0.00,0.12
363059,0.55,-0.06,0.12
363162,0.55,-0.06,0.12
363264,0.49,0.00,0.12
363366,0.61,0.00,0.12
363469,0.61,0.00,0.12
363571,0.49,0.00,0.12
363674,0.61,0.00,0.12
363776,0.49,0.00,0.12
363879,0.55,0.00,0.12
363981,0.49,0.00,0.12
364084,0.55,0.00,0.12
364186,0.55,0.00,0.12
364289,0.55,0.00,0.12
364391,0.55,0.00,0.12
364493,0.49,0.00,0.12
364596,0.55,0.00,0.12
364698,0.55,-0.06,0.12
364801,0.49,0.00,0.12
364903,0.55,0.00,0.12
365006,0.55,0.00,0.12
365108,0.55,0.00,0.12
365211,0.61,0.00,0.12
365313,0.61,0.00,0.12
365416,0.49,0.00,0.18
365518,0.43,0.06,0.12
365621,0.79,-0.18,0.06
365723,0.79,-0.18,0.06
365826,1.22,-0.18,0.12
365928,1.59,-0.79,-0.24
366031,0.61,-0.06,0.12
366133,0.55,-0.06,0.12
366235,0.61,-0.12,0.18
366338,0.49,0.00,0.12
366440,0.67,-0.06,0.12
366542,0.61,-0.18,0.12
366645,0.61,-0.06,0.12
366747,0.67,-0.06,0.12
366849,0.55,-0.06,0.12
366951,0.55,0.00,0.12
367054,0.55,0.00,0.12
367156,0.49,-0.06,0.18
367258,0.67,-0.12,0.06
367361,0.55,0.00,0.12
367463,0.55,-0.31,0.24
367566,0.49,-0.06,0.12
367668,0.61,-0.06,0.06
367771,0.49,0.00,0.18
367873,0.55,0.00,0.12
367975,0.61,0.00,0.12
368077,0.49,0.00,0.12
368180,0.55,0.00,0.12
368282,0.61,0.00,0.12
368385,0.49,0.00,0.12
368487,0.55,0.00,0.12
368589,0.55,0.00,0.12
368691,0.55,0.00,0.12
368794,0.55,0.00,0.12
368896,0.55,0.00,0.12
368998,0.61,-0.06,0.12
369101,0.55,0.00,0.12
369203,0.55,0.00,0.12
369305,0.55,-0.06,0.12
369408,0.55,0.00,0.18
369510,0.92,-0.18,0.06
369613,0.55,-0.06,0.12
369715,0.49,-0.06,0.12
369818,0.49,0.00,0.12
369920,0.61,-0.06,0.12
370022,0.61,-0.06,0.12
370124,0.55,0.00,0.18
370227,0.49,0.00,0.12
370330,0.49,0.00,0.12
370432,0.67,-0.06,0.12
370535,0.49,0.00,0.12
370637,0.55,0.00,0.12
370740,0.61,-0.06,0.12
370842,0.49,0.06,0.18
370944,0.55,-0.06,0.12
371047,0.49,-0.06,0.06
371149,0.67,0.00,0.18
371251,0.79,0.00,0.24
371354,0.67,0.00,0.18
371456,0.55,0.00,0.12
371558,0.55,0.00,0.12
371660,0.49,0.00,0.12
371763,0.55,-0.06,0.12
371865,-0.79,0.49,0.18
371968,0.31,0.24,0.12
372070,0.06,-0.12,0.18
372173,0.67,-0.06,0.18
372275,0.55,0.00,0.18
372377,0.73,-0.37,0.12
372480,0.31,0.06,0.18
372582,0.43,0.00,0.12
372684,0.49,0.06,0.12
372787,0.67,-0.12,0.06
372890,0.61,-0.06,0.12
372992,0.43,0.00,0.12
373094,0.49,0.00,0.18
373196,0.55,0.00,0.12
373299,0.61,0.00,0.12
373401,0.61,0.00,0.12
373504,0.61,0.00,0.12
373606,0.61,0.00,0.12
373709,0.55,0.06,0.18
373811,0.55,0.00,0.12
373914,0.55,0.00,0.12
374016,0.55,-0.06,0.18
374119,0.49,0.06,0.12
374221,0.49,0.00,0.12
374323,0.55,0.00,0.12
374426,0.55,0.00,0.12
374528,0.49,15.56,0.12
374630,0.61,0.00,0.12
374733,0.55,0.00,0.12
374835,0.61,0.00,0.12
374938,0.61,0.00,0.12
375041,0.61,0.00,0.12
375143,0.55,0.00,0.12
375245,0.61,0.00,0.18
375348,0.61,0.00,0.18
375450,0.61,-0.06,0.06
375553,0.49,0.06,0.18
375655,0.85,-0.12,0.12
375758,0.55,1.10,-13.92
375861,1.65,-1.40,-9.64
375963,3.54,-1.04,-14.28
376066,2.87,8.97,-0.49
376168,0.85,-0.79,-0.12
376271,1.22,0.55,-0.12
376374,-0.12,4.64,0.12
376476,1.65,5.98,-0.49
376579,0.85,0.98,-0.18
376681,0.73,1.28,-0.12
376784,1.28,-1.22,-0.12
376886,-0.67,0.79,0.43
376989,-1.46,2.69,0.61
377091,-2.08,2.01,0.12
377194,0.67,-1.46,0.06
377296,0.43,1.22,0.06
377399,-0.73,1.65,0.49
377501,-1.10,2.62,0.73
377604,-2.75,3.54,-1.65
377707,-0.18,1.34,0.31
377810,-0.55,1.83,0.12
377912,0.67,-0.61,0.06
378015,0.61,0.79,0.43
378117,-0.18,1.40,0.49
378219,-0.12,1.40,0.31
378322,0.79,3.30,0.37
378424,0.24,2.99,2.14
378527,0.43,-0.61,0.06
378629,0.49,-0.18,0.18
378732,0.49,-0.43,0.06
378835,-0.31,-1.40,0.12
378938,-0.92,3.17,-1.28
379040,0.00,-3.54,0.24
379143,2.38,0.24,0.18
379246,7.14,-0.31,-0.24
379348,0.55,-1.04,0.00
379451,1.22,1.10,0.43
379553,-0.06,-0.18,-0.18
379657,-0.06,-0.98,0.18
379759,0.67,0.37,0.06
379862,0.61,0.18,0.12
379965,0.24,0.92,0.24
380068,0.37,1.04,0.18
380170,-0.43,1.16,0.24
380273,0.31,0.55,0.12
380375,0.49,-0.31,0.00
380479,0.43,-0.61,0.00
380581,0.37,-0.55,-0.06
380684,0.31,0.00,0.24
380788,0.79,0.12,0.12
380891,0.43,-0.43,0.06
380994,0.49,0.00,0.18
381096,0.61,-0.06,0.12
381199,0.49,0.12,0.12
381301,0.49,-0.06,0.12
381405,0.61,0.18,0.12
381507,0.61,-0.18,0.06
381610,0.43,-0.24,0.12
381712,0.55,0.12,0.12
381815,0.55,0.06,0.12
381917,0.85,-3.42,-1.04
382020,0.92,-1.16,-0.24
382124,0.67,1.10,0.24
382226,-0.31,-1.65,0.00
382329,1.59,2.50,0.43
382432,0.55,0.00,0.06
382534,-1.04,-4.21,0.00
382637,3.11,5.86,0.49
382739,-3.48,-7.45,0.85
382842,5.68,9.64,1.59
382945,0.92,0.73,0.06
383047,1.77,4.76,0.00
383150,1.53,6.47,0.37
383253,0.85,3.23,0.37
383356,0.24,2.56,0.49
383460,0.61,0.43,0.18
383563,0.12,2.56,0.55
383665,-13.43,3.17,19.53
383767,-0.55,-0.49,0.92
383871,1.83,-0.06,0.55
383974,-2.75,-2.32,2.93
384076,2.38,0.49,-2.20
384179,0.67,0.24,0.18
384281,0.79,0.67,0.00
384384,3.48,-7.26,-2.20
384488,-4.76,-6.41,11.72
384592,2.81,-4.94,9.77
384695,2.62,-1.16,0.49
384797,0.24,-2.20,0.12
384899,-0.12,0.18,0.06
385002,1.34,0.31,0.18
385105,-0.24,-0.98,0.12
385207,0.67,-0.06,0.00
385309,0.55,-0.98,-0.37
385412,0.31,0.31,0.18
385514,-0.24,1.34,0.61
385618,0.79,0.67,-0.06
385720,-0.06,1.16,0.49
385823,-0.12,0.85,0.12
385926,-0.24,1.83,0.43
386028,-2.62,4.88,0.92
386130,-0.49,2.87,0.98
386233,-0.43,3.78,0.55
386336,0.06,4.70,0.85
386439,-1.04,1.65,0.61
386541,0.61,1.46,0.31
386643,0.98,0.31,0.00
386747,0.92,-0.06,0.00
386849,0.98,0.06,-0.06
386952,0.61,0.24,0.12
387055,0.55,-0.06,0.18
387158,0.55,0.00,0.18
387260,0.61,0.00,0.12
387363,0.67,0.37,0.12
387465,0.55,-0.12,0.12
387569,0.37,-2.20,0.00
387671,3.42,-11.60,-1.10
387774,-0.06,-3.66,-0.55
387876,0.18,-2.20,-0.24
387979,0.92,-2.38,-0.49
388081,0.79,-1.10,0.00
388184,0.67,-0.61,0.00
388286,0.73,-0.61,0.00
388389,0.49,0.00,-0.31
388491,0.55,-0.12,0.06
388595,0.49,0.00,0.18
388697,0.55,-0.24,0.06
388800,0.79,-0.67,-0.06
388904,0.18,-2.01,1.10
389006,-0.12,-1.28,0.61
389108,0.73,-0.61,0.31
389211,1.04,0.37,0.00
389314,0.61,0.00,0.12
389417,0.73,-0.73,-0.37
389519,0.67,0.67,0.24
389622,-1.34,3.97,0.31
389724,0.37,1.04,0.49
389826,0.55,-0.67,0.00
389929,0.61,-0.55,-0.06
390031,0.79,0.24,-0.73
390134,0.31,0.55,0.85
390237,0.73,1.89,0.49
390340,0.49,0.00,-0.18
390444,0.98,0.49,0.12
390546,1.34,-3.23,-0.31
390648,5.00,-7.93,3.85
390751,1.28,0.79,0.79
390854,0.85,1.34,0.37
390957,0.61,2.20,0.49
391059,-3.91,15.75,1.53
391163,-0.37,1.83,0.55
391266,5.25,-16.66,-1.59
391369,0.37,-2.56,-0.06
391472,1.10,-0.43,0.00
391574,0.61,0.06,0.24
391677,0.67,0.37,0.24
391779,0.61,-0.12,0.18
391881,1.22,1.22,0.43
391984,0.61,-0.98,-0.24
392087,2.75,4.58,0.12
392189,0.12,1.34,0.37
392291,0.55,-0.06,0.12
392395,0.55,-0.06,0.12
392498,0.55,-0.18,0.18
392600,0.67,-0.06,0.12
392704,0.79,-0.61,-0.06
392807,1.89,-3.60,-0.37
392910,0.73,-7.93,0.24
393013,0.24,-3.72,1.22
393115,0.55,-0.55,0.06
393219,0.00,3.36,1.28
393322,-4.21,4.09,-1.83
393425,-4.21,6.16,9.16
393528,1.95,-3.17,-1.22
393630,3.23,-15.87,-0.18
393733,1.34,10.62,16.60
393835,0.67,-0.31,0.18
393939,0.79,-0.24,0.06
394041,0.55,-0.06,0.12
394144,0.73,-0.18,-0.06
394247,0.67,-0.31,0.06
394350,0.61,-0.18,0.12
394454,0.61,-0.18,0.12
394556,0.61,0.00,0.18
394660,0.55,-0.12,0.18
394762,0.55,-0.18,0.12
394864,0.55,-0.06,0.06
394967,0.73,-0.31,0.06
395069,0.61,-0.24,0.12
395172,0.55,-0.18,0.18
395275,0.67,-0.18,0.18
395377,0.55,-0.06,0.12
395480,0.67,-0.06,0.06
395582,0.49,-0.12,0.06
395685,-0.18,2.14,1.40
395787,-6.90,8.61,4.64
395890,-5.25,17.82,-2.20
395992,-0.12,2.38,0.12
396095,0.92,-0.49,0.00
396197,2.26,-2.99,-1.89
396300,2.20,-12.70,-1.22
396402,0.85,-3.54,0.18
396505,0.61,-0.43,0.06
396607,0.73,0.24,0.24
396711,1.22,-2.14,0.24
396814,0.61,-0.24,0.06
396918,0.61,-0.43,0.00
397020,0.67,-0.43,0.06
397123,0.67,-0.18,0.12
397226,0.55,-0.06,0.18
397330,0.37,-0.67,0.18
397433,0.43,-0.12,0.18
397536,0.49,-0.06,0.12
397638,0.43,-0.12,0.00
397742,0.55,-0.12,0.12
397844,0.61,0.06,0.18
397946,-0.98,6.84,1.65
398049,0.43,0.18,0.18
398151,0.73,-1.77,-0.37
398255,1.28,6.59,-15.44
398358,0.67,0.00,0.06
398460,0.49,0.12,0.12
398562,0.61,0.37,0.18
398664,0.55,0.00,0.18
398767,0.61,0.12,0.18
398869,0.55,-0.18,0.06
398973,0.61,-1.10,-0.55
399076,1.04,-2.08,-0.24
399178,1.71,7.45,-0.06
399281,0.37,-1.46,-0.31
399383,-0.61,-6.47,0.00
399486,0.43,0.00,0.18
399588,0.61,0.31,0.43
399691,0.49,-0.37,0.24
399794,-1.10,-1.83,0.43
399897,0.61,0.37,0.12
400000,0.55,0.00,0.18
400102,0.55,-0.49,-0.18
400204,0.61,-2.38,0.06
400308,0.61,0.00,0.24
400412,0.49,0.06,0.31
400514,0.98,-0.73,-0.06
400617,0.49,-0.12,0.18
400719,0.49,-0.31,0.06
400821,0.67,0.00,0.24
400924,0.37,-0.06,0.00
401026,0.67,0.12,0.31
401128,0.49,0.31,0.37
401231,0.18,1.40,0.49
401333,-0.67,7.93,1.16
401437,-1.89,12.02,1.95
401540,-2.08,13.31,2.14
401644,-0.12,1.46,0.37
401747,-1.89,2.69,2.01
401851,0.49,0.37,0.31
401953,0.37,0.00,0.61
402056,0.67,0.12,0.18
402158,0.55,0.24,0.12
402260,0.12,0.31,-0.06
402364,0.43,0.12,0.12
402467,0.61,0.55,0.31
402571,-9.34,7.14,13.85
402673,0.49,-0.85,-0.12
402775,3.30,-2.56,-0.31
402878,0.24,-0.12,0.24
402980,-0.12,-6.47,0.24
403083,1.04,1.65,0.55
403185,-0.79,-0.12,-0.24
403289,2.62,5.37,0.92
403392,1.95,-2.93,-0.37
403496,0.37,0.37,0.37
403598,0.37,-0.49,0.06
403702,0.43,-0.31,0.00
403804,0.24,-0.24,0.18
403907,0.98,-2.44,-0.24
404011,-0.37,-0.73,0.12
404114,-14.77,-0.73,0.06
404218,1.22,-1.34,-0.06
404321,4.21,9.52,3.11
404425,0.43,-0.49,0.06
404527,0.73,0.31,0.12
404630,0.79,-2.20,-0.37
404732,11.17,-11.96,-2.75
404835,0.49,-0.06,0.18
404937,0.67,-0.24,0.00
405040,0.67,0.31,0.24
405142,0.67,0.49,0.24
405244,0.55,0.00,0.12
405347,0.55,0.18,0.24
405451,0.55,0.12,0.24
405553,0.49,0.00,0.06
405657,0.61,0.00,0.12
405759,0.61,-0.12,0.12
405862,0.55,0.00,0.12
405965,0.61,-0.06,0.12
406068,0.67,0.12,0.18
406170,0.55,0.00,0.12
406273,0.61,0.00,0.12
406376,0.55,0.00,0.18
406478,0.55,-0.12,0.06
406581,0.55,-0.06,-0.06
406683,0.61,-0.06,0.06
406786,0.67,0.37,0.31
406888,0.73,2.56,0.61
406990,1.89,2.69,-0.18
407093,0.98,0.55,0.00
407195,0.85,2.44,0.12
407297,-0.73,0.73,-0.37
407400,1.04,1.10,0.06
407502,0.55,0.00,0.12
407604,0.43,-0.31,0.12
407707,0.55,-0.12,0.12
407809,0.55,-0.06,0.12
407912,0.55,-0.06,0.12
408014,0.55,-0.12,0.12
408116,0.55,-0.12,0.00
408219,0.49,-0.18,0.12
408321,0.31,-0.67,-0.06
408423,0.49,-0.43,0.00
408526,0.55,-0.18,0.12
408628,0.55,-0.12,0.12
408731,0.61,-0.06,0.06
408833,0.55,0.06,0.12
408935,0.55,0.00,0.12
409037,0.49,-0.06,0.12
409140,0.55,-0.06,0.12
409243,0.61,-0.31,0.00
409345,0.55,-0.12,0.12
409447,0.61,-0.06,0.12
409550,0.49,0.00,0.12
409652,0.61,0.00,0.12
409754,0.55,-0.06,0.12
409857,0.55,0.00,0.12
409959,0.55,-0.06,0.06
410061,0.55,0.00,0.18
410163,0.55,0.00,0.18
410265,0.61,0.06,0.12
410368,0.61,0.00,0.12
410470,0.55,-0.06,0.12
410572,0.55,0.00,0.12
410674,0.55,0.00,0.12
410777,0.61,0.00,0.12
410879,0.55,0.00,0.18
410982,0.55,0.06,0.12
411084,0.55,0.00,0.12
411186,0.55,0.00,0.18
411289,0.61,-0.18,0.06
411392,0.61,0.06,0.12
411494,0.55,0.06,0.12
411597,0.98,1.34,0.37
411699,-0.06,-2.14,-0.31
411802,0.43,-18.80,-0.18
411904,0.37,-6.16,0.00
412006,0.06,-3.48,-1.89
412110,4.82,-4.27,-2.56
412212,0.43,-0.85,0.18
412315,4.09,0.06,0.73
412417,0.12,-0.18,0.12
412519,0.12,-0.43,-0.12
412622,-0.31,-0.24,0.00
412725,0.37,-0.24,-0.06
412828,0.61,0.00,0.12
412931,-1.59,-0.37,-0.37
413034,0.31,-0.43,0.06
413136,0.98,-0.18,0.18
413239,0.98,-0.43,0.06
413341,-0.37,-0.18,0.00
413444,2.38,0.06,0.49
413546,0.55,0.06,0.18
413649,-0.43,-0.61,-0.12
413751,1.34,-0.24,0.06
413854,-0.12,-0.12,-0.06
413957,0.55,-0.24,0.06
414059,0.55,-0.06,0.12
414161,0.79,-0.73,-0.06
414264,0.61,-0.12,0.06
414366,0.67,-0.06,0.18
414469,1.16,-0.24,-0.12
414572,-0.06,-3.17,2.44
414674,0.67,-0.06,0.24
414777,0.49,-0.12,0.06
414879,0.37,-0.06,0.12
414982,0.85,-0.37,0.06
415084,0.73,-0.31,0.06
415186,0.98,-0.06,0.12
415289,0.00,-1.16,1.04
415392,0.49,0.00,0.12
415495,0.43,-0.12,0.12
415598,0.61,-0.18,0.00
415700,0.55,-0.12,0.06
415803,0.61,-0.06,0.12
415905,1.04,-0.73,-0.31
416008,1.04,0.43,-0.18
416110,0.67,-0.31,0.06
416213,0.31,-0.31,0.55
416315,0.43,0.18,0.37
416418,0.06,0.98,1.10
416520,0.49,-0.06,0.24
416623,0.61,-0.06,0.18
416725,0.61,-0.06,0.18
416828,0.61,-0.06,0.12
416930,0.61,0.00,0.18
417032,0.61,0.12,0.18
417135,0.55,0.00,0.18
417237,0.67,0.00,0.18
417340,0.61,-0.06,0.12
417442,0.61,0.06,0.18
417545,0.55,-0.24,0.12
417647,0.55,-15.63,0.18
417750,0.55,-0.06,0.12
417852,0.49,0.00,0.12
417955,0.61,-0.06,0.12
418059,0.67,-0.06,0.18
418161,0.55,-0.06,0.18
418265,0.55,-0.06,0.12
418367,0.55,0.00,0.12
418470,0.61,-0.06,0.06
418572,0.55,0.00,0.12
418674,0.55,-0.06,0.12
418777,0.55,-0.06,0.18
418879,0.61,0.00,0.12
418982,0.55,-0.06,0.12
419085,0.61,0.00,0.18
419188,0.55,-0.06,0.18
419291,0.61,0.00,0.12
419393,0.55,0.00,0.12
419496,0.55,-0.06,0.12
419598,0.55,0.00,0.12
419702,0.55,-0.06,0.12
419805,0.61,0.00,0.12
419907,0.61,-0.06,0.06
420010,0.49,0.00,0.24
420113,1.22,-0.31,12.70
420215,0.00,0.43,2.20
420318,0.37,0.24,1.04
420421,0.73,-0.18,0.06
420524,0.37,0.73,0.49
420627,0.73,-0.37,-0.18
420730,0.43,-0.06,0.06
420832,0.55,-0.06,0.18
420935,0.31,-0.06,0.43
421037,0.92,-0.92,-0.31
421140,0.55,-0.12,0.12
421242,0.55,0.00,0.12
421345,0.49,0.12,0.24
421447,0.55,-0.06,0.12
421550,0.61,-0.31,0.00
421652,0.55,0.00,0.12
421754,0.55,0.00,0.12
421857,0.55,0.00,0.24
421959,0.55,0.00,0.12
422061,0.61,-0.06,0.06
422164,0.49,0.06,0.18
422266,0.49,-0.06,0.18
422370,0.55,-0.12,0.06
422472,0.61,-0.06,0.12
422575,0.61,-0.06,0.12
422677,0.55,0.00,0.18
422779,0.73,-1.28,-1.46
422882,-2.62,8.79,2.38
422984,-6.71,7.26,-1.53
423087,-4.76,7.69,-3.30
423189,0.43,0.92,0.31
423291,0.43,-0.06,0.06
423393,-0.61,1.10,-2.26
423496,0.98,1.71,-5.49
423598,0.61,0.37,0.24
423701,0.61,0.06,0.18
423803,0.55,-0.12,0.12
423906,0.55,0.00,0.12
424008,0.06,-0.18,-2.01
424110,0.61,-0.12,-0.49
424213,0.43,-0.24,0.06
424315,0.55,0.00,0.06
424417,0.61,0.06,0.12
424520,0.55,0.00,0.06
424622,0.55,-0.06,0.12
424724,0.49,0.00,0.12
424827,0.55,-0.12,0.12
424929,0.49,-0.12,0.06
425031,0.55,-0.06,0.12
425134,0.61,0.12,0.12
425237,0.61,0.12,0.12
425339,-0.06,15.50,-1.77
425443,0.67,0.73,-0.18
425545,0.37,-0.31,-1.34
425647,0.49,-0.37,0.00
425750,0.55,-0.24,0.06
425852,0.55,0.00,0.12
425955,0.55,-0.24,-0.79
426057,0.55,0.06,0.18
426159,0.61,0.12,0.12
426262,0.55,0.00,0.12
426364,0.61,0.06,0.18
426466,0.49,-0.12,0.06
426568,0.55,0.06,0.12
426671,0.67,0.24,0.18
426773,0.61,0.12,0.18
426875,0.85,0.49,0.24
426977,0.43,-0.49,0.00
427080,0.55,0.06,0.18
427182,0.61,-0.06,0.06
427285,0.61,0.12,0.12
427387,0.61,0.06,0.12
427490,0.55,0.12,0.12
427592,0.61,0.06,0.12
427695,0.55,0.06,0.12
427797,0.73,0.18,0.18
427899,0.67,0.18,0.12
428002,0.92,0.85,0.24
428104,1.28,1.46,0.49
428206,0.43,-0.18,0.24
428308,0.43,-0.79,-0.06
428411,8.61,-7.93,-3.85
428513,-10.25,-1.77,28.63
428616,-1.04,11.84,1.59
428718,4.09,-2.20,-0.18
428820,0.31,-0.85,-0.18
428923,0.67,-0.06,0.12
429025,-0.24,-6.47,0.61
429127,2.14,-3.91,0.49
429230,1.40,-5.49,0.18
429332,0.18,-0.24,-0.06
429434,0.49,3.54,0.37
429537,-0.85,6.90,0.43
429639,0.67,1.65,0.24
429741,1.04,1.46,0.24
429843,2.50,2.87,-0.18
429947,0.98,-0.31,0.00
430049,0.67,0.12,0.00
430151,0.79,0.06,0.18
430254,0.73,-0.31,0.06
430357,0.55,-0.24,0.12
430459,0.85,0.12,0.06
430561,0.55,0.00,0.12
430664,0.61,0.12,0.12
430766,0.55,0.00,0.06
430868,0.67,-0.12,0.06
430971,0.61,0.12,0.18
431073,0.55,0.00,0.12
431176,0.61,0.00,0.12
431278,0.49,-0.06,0.12
431381,0.49,0.06,0.18
431484,0.55,0.06,0.12
431586,1.46,0.49,0.24
431688,1.16,-0.31,0.12
431790,-1.16,-0.55,-0.06
431893,-0.06,-0.79,-0.43
431995,0.49,0.31,0.31
432098,0.37,-0.18,0.12
432200,-0.43,0.18,0.12
432302,0.31,0.06,0.12
432404,0.61,-0.18,0.12
432507,0.49,0.06,0.18
432609,0.67,0.18,0.24
432711,0.55,-0.06,0.12
432813,0.61,0.00,0.12
432916,0.67,-0.12,0.12
433018,0.43,0.00,0.06
433120,0.55,-0.12,0.06
433222,0.73,0.06,0.24
433325,0.43,0.06,0.06
